stop_name,stop_code,type,lat,long
After Pasir Ris Street 72 (77271),77271,Bus Stop,1.3806288,103.9349735
After Pasir Ris Way (77119),77119,Bus Stop,1.3822851,103.9464977
After Paya Lebar Cresent (62049),62049,Bus Stop,1.3490928,103.8802483
After Paya Lebar Road (71011),71011,Bus Stop,1.3341042,103.8902309
After Paya Lebar Street (70301),70301,Bus Stop,1.3396633,103.8857919
After Pegu Road (50209),50209,Bus Stop,1.3239056,103.8516134
After Peirce Road (11211),11211,Bus Stop,1.3083277,103.8094636
After Penjuru Place (29031),29031,Bus Stop,1.3165121,103.7353608
After Penjuru Road (21059),21059,Bus Stop,1.3119391,103.7301495
After Perpetual Succour Church (83099),83099,Bus Stop,1.3207814,103.9180516
After Petir Station (44201),44201,Bus Stop,1.377305,103.7672774
After Phillips Avenue (63199),63199,Bus Stop,1.3633258,103.8739023
After Pioneer Road (23281),23281,Bus Stop,1.3064768,103.6789708
After Pioneer Road (23341),23341,Bus Stop,1.3111816,103.6784984
After Pioneer Road (25399),25399,Bus Stop,1.3288079,103.6373601
After Pioneer Road (25449),25449,Bus Stop,1.3354566,103.6351385
After Pioneer Road North (22221),22221,Bus Stop,1.327879,103.697982
After Pioneer Road North (23501),23501,Bus Stop,1.3244953,103.6959008
After Pioneer Sector 2 (24431),24431,Bus Stop,1.3072696,103.65767
After Plantation Crescent (40499),40499,Bus Stop,1.352965,103.7333718
After Promenade Station Exit C (02161),02161,Bus Stop,1.2926855,103.8609316
After Punggol Central (65181),65181,Bus Stop,1.3968139,103.9175469
After Punggol Field (65529),65529,Bus Stop,1.3915292,103.914218
After Punggol Point Station (65631),65631,Bus Interchange,1.4172208,103.9053869
After Punggol Road (65199),65199,Bus Stop,1.3961906,103.9051859
After Queen Of Peace Church (82091),82091,Bus Stop,1.312663,103.894141
After Queen'S Avenue (58201),58201,Bus Stop,1.4553401,103.830998
After Queenstown NPC Headquarters (11021),11021,Bus Stop,1.2893633,103.8023196
After Raffles Hotel (01611),01611,Bus Stop,1.2952721,103.8553569
After Rambutan Road (82179),82179,Bus Stop,1.313843,103.903844
After Regent Motors (70079),70079,Bus Stop,1.3337216,103.89852
After River Valley Road (04311),04311,Bus Stop,1.2946325,103.8439737
After Riverside Road (46139),46139,Bus Stop,1.4461063,103.7772736
After Rochdale Road (62019),62019,Bus Stop,1.3424092,103.883786
After SAFRA Toa Payoh (52321),52321,Bus Stop,1.3312465,103.8526704
After SCDF Headquarters (71179),71179,Bus Stop,1.334706,103.892382
After SLE (55281),55281,Bus Stop,1.3981074,103.828637
After SLE (56089),56089,Bus Stop,1.3920031,103.8186363
After SMRT Buses Kranji Depot (49121),49121,Bus Stop,1.4352252,103.7549519
After Saint John's Crescent (97071),97071,Bus Interchange,1.3685671,103.9778626
After Scania Singapore (47151),47151,Bus Stop,1.4662831,103.8039625
After School Of Commando (99019),99019,Bus Stop,1.3838093,103.9785133
After Seagate (66459),66459,Bus Stop,1.3784691,103.8707924
After Second Lok Yang Road (23179),23179,Bus Stop,1.3276591,103.6911724
After Seletar Aerospace Lane (68161),68161,Bus Stop,1.4107501,103.8617487
After Seletar Aerospace Link (68199),68199,Bus Stop,1.402553,103.859906
After Seletar Aerospace Rise (68089),68089,Bus Stop,1.4060036,103.8668613
After Seletar Camp (68201),68201,Bus Stop,1.4098384,103.8726823
After Seletar Camp G (68119),68119,Bus Stop,1.4022303,103.8721306
After Seletar Road (67039),67039,Bus Stop,1.3884319,103.8675181
After Sembawang Air Base (57051),57051,Bus Stop,1.414893,103.8233176
After Sembawang Shopping Centre (58019),58019,Bus Stop,1.4408488,103.8247489
After Sengkang East Avenue (67461),67461,Bus Stop,1.3857598,103.891224
After Sengkang West Road (67659),67659,Bus Stop,1.3895935,103.8704787
After Sennet Road (94029),94029,Bus Stop,1.3144779,103.9375499
After Senoko Avenue (47101),47101,Bus Stop,1.4665359,103.8090688
After Senoko Cresent (47081),47081,Bus Stop,1.4619566,103.8038604
After Senoko Drive (47089),47089,Bus Stop,1.462295,103.8039091
After Senoko Way (47119),47119,Bus Stop,1.4664076,103.8106973
After Serangoon Garden Way (63189),63189,Bus Stop,1.3613447,103.8736318
After Serangoon North Avenue 1 (63191),63191,Bus Stop,1.3642371,103.8739857
After Shell Aviation (68159),68159,Bus Stop,1.4233254,103.8661867
After Shimano Private Limited (23209),23209,Bus Stop,1.3195011,103.6858011
After Shipyard Road (22401),22401,Bus Stop,1.3101027,103.6971244
After Shipyard Road (23251),23251,Bus Stop,1.3117186,103.6837992
After Siglap Drive (83179),83179,Bus Stop,1.3145837,103.9192357
After Siglap Road (93069),93069,Bus Stop,1.3116394,103.9224014
After Sime Road (41151),41151,Bus Stop,1.3380252,103.8193698
After Simei Avenue (96019),96019,Bus Stop,1.3313532,103.9537673
After Sims Way (80049),80049,Bus Stop,1.3107635,103.8736374
After Singapore Flyer (02101),02101,Bus Stop,1.2893566,103.8619935
After Singapore Science Centre (28261),28261,Bus Stop,1.3360128,103.7349704
After Somapah Road (95909),95909,Bus Stop,1.3384678,103.960538
After Sommerville Road (62111),62111,Bus Stop,1.345216,103.870791
After Soo Teck Station (65141),65141,Bus Stop,1.4046027,103.8972485
After Soon Lee Road (22281),22281,Bus Stop,1.3285303,103.7037654
After South Buona Vista Road (15221),15221,Bus Stop,1.2793754,103.7855522
After Stevens Station Exit 5 (40089),40089,Bus Stop,1.3205259,103.8273795
After Still Lane (83309),83309,Bus Stop,1.3104235,103.9080698
After Straits Boulevard (03217),03217,Bus Stop,1.2754226,103.8478738
After Street Kinetics (21359),21359,Bus Stop,1.3386805,103.7099611
After Sungei Bedok (85089),85089,Bus Stop,1.3333413,103.9487483
After Sungei Gedong Camp (32089),32089,Bus Stop,1.4168403,103.7010966
After Sungei Kadut Drive (49159),49159,Bus Stop,1.4370422,103.7457658
After Sungei Kadut Eating House (49051),49051,Bus Stop,1.4227603,103.7500964
After Sungei Seletar Bridge (59019),59019,Bus Stop,1.402199,103.827635
After Sunny Metal & Engineering (96341),96341,Bus Stop,1.3328259,103.9702763
After Sunrise Gardens (55089),55089,Bus Stop,1.3912737,103.8563179
After Sunshine Lodge (62119),62119,Bus Stop,1.3448288,103.871016
After Swan Lake Avenue (83271),83271,Bus Stop,1.3192931,103.9259113
After Swiss Club Road (42029),42029,Bus Stop,1.3332636,103.7920978
After Tagore Drive (56061),56061,Bus Stop,1.3850714,103.82288
After Tai Seng Station (70281),70281,Bus Stop,1.3351583,103.888073
After Tai Seng Station Exit C (70289),70289,Bus Stop,1.3352717,103.8885838
After Tai Thong Cresent (60211),60211,Bus Stop,1.3285199,103.8704812
After Tampines Avenue 1 (75401),75401,Bus Stop,1.3516986,103.9266314
After Tampines Avenue 5 (75371),75371,Bus Stop,1.3590983,103.93053
After Tampines Avenue 5 (75419),75419,Bus Stop,1.3557022,103.9292624
After Tampines Avenue 9 (75291),75291,Bus Stop,1.3638446,103.9307257
After Tampines Expressway (64191),64191,Bus Stop,1.3797071,103.9159781
After Tampines Expressway (68059),68059,Bus Stop,1.3997196,103.8725768
After Tampines Expressway (77339),77339,Bus Stop,1.3780377,103.9327724
After Tampines Industrial Avenue 2 (74039),74039,Bus Stop,1.367045,103.9259083
After Tampines Industrial Avenue 4 (74029),74029,Bus Stop,1.3700975,103.9227839
After Tampines Industrial Avenue 5 (74011),74011,Bus Stop,1.3738338,103.9204126
After Tampines Industrial Drive (73029),73029,Bus Stop,1.3789362,103.9192396
After Tampines Industrial Drive (73031),73031,Bus Stop,1.376825,103.9200584
After Tampines Lk (75319),75319,Bus Stop,1.3676443,103.9310921
After Tampines Station Exit E (76559),76559,Bus Stop,1.3556424,103.9435314
After Tan Boon Chong Avenue (11281),11281,Bus Stop,1.3161547,103.7885731
After Tanglin Road (10479),10479,Bus Stop,1.2966452,103.8155284
After Tanjong Katong Complex (82011),82011,Bus Stop,1.3173609,103.8948445
After Tanjong Katong Road (91079),91079,Bus Stop,1.3013064,103.8952756
After Tanjong Katong Station Exit 2 (82051),82051,Bus Stop,1.300152,103.8974329
After Tanjong Kling Road (22041),22041,Bus Stop,1.3146289,103.6987363
After Teban Gardens Cresent (29159),29159,Bus Stop,1.3249798,103.737521
After Telok Ayer Street (03151),03151,Bus Stop,1.2787904,103.8476735
After Telok Blangah Heights (14051),14051,Bus Stop,1.2758087,103.81505
After Tembeling Road (82159),82159,Bus Stop,1.3132645,103.9005186
After The Japanese Association (41139),41139,Bus Stop,1.3296096,103.814895
After The Springside (57029),57029,Bus Stop,1.4039361,103.8186267
After Third Lok Yang Road (23109),23109,Bus Stop,1.3246756,103.6907042
After Thomson Hills Drive (56199),56199,Bus Stop,1.3789242,103.8301401
After Tiong Bahru Road (10359),10359,Bus Stop,1.2872087,103.8225666
After Toa Payoh Rise (51059),51059,Bus Stop,1.3370243,103.8375164
After Toh Close (97119),97119,Bus Stop,1.3633993,103.9699723
After Toh Tuck Avenue (28019),28019,Bus Stop,1.3249483,103.7589511
After Toh Tuck Cresent (42299),42299,Bus Stop,1.3374195,103.7644719
After Toh Tuck Link (28189),28189,Bus Stop,1.329886,103.7585546
After Toh Tuck Rise (42209),42209,Bus Stop,1.33912,103.763598
After Toh Tuck Terrace (42229),42229,Bus Stop,1.3394491,103.7683064
After Tomlinson Road (09159),09159,Bus Stop,1.3060881,103.8257897
After Track 11 (32051),32051,Bus Stop,1.409177,103.7010359
After Track 13 (32071),32071,Bus Stop,1.4158378,103.7004666
After Track 14 (30051),30051,Bus Stop,1.3745547,103.7253565
After Tractor Road (22019),22019,Bus Stop,1.3220248,103.7070939
After Trinity Methodist Church (66131),66131,Bus Stop,1.3634704,103.8701658
After Tuas Avenue 10 (25111),25111,Bus Stop,1.3324254,103.6498106
After Tuas Avenue 16 (26069),26069,Bus Stop,1.3184608,103.6389772
After Tuas Avenue 2 (25219),25219,Bus Stop,1.3288945,103.6568238
After Tuas Avenue 4 (25371),25371,Bus Stop,1.3239769,103.649031
After Tuas Avenue 5 (24529),24529,Bus Stop,1.317226,103.6581961
After Tuas Avenue 6 (25129),25129,Bus Stop,1.329877,103.6522561
After Tuas Avenue 6 (25379),25379,Bus Stop,1.3242161,103.6489833
After Tuas Avenue 7 (25091),25091,Bus Stop,1.334409,103.6451787
After Tuas Avenue 8 (25121),25121,Bus Stop,1.3306052,103.6517153
After Tuas Avenue 8 (25389),25389,Bus Stop,1.3259186,103.6472013
After Tuas Bay Link (25669),25669,Bus Stop,1.2933554,103.6395287
After Tuas Cresent (26131),26131,Bus Stop,1.3190064,103.6496769
After Tuas Flyover (24509),24509,Bus Stop,1.3242916,103.6641346
After Tuas Road (24691),24691,Bus Stop,1.3135022,103.6572007
After Tuas Road (25201),25201,Bus Stop,1.319279,103.658699
After Tuas South Avenue 2 (26241),26241,Bus Stop,1.320912,103.630896
After Tuas South Avenue 2 (26259),26259,Bus Stop,1.3174163,103.630067
After Tuas South Avenue 4 (26261),26261,Bus Stop,1.3140443,103.6284364
After Tuas South Avenue 4 (26279),26279,Bus Stop,1.311347,103.6278261
After Tuas South Avenue 6 (26311),26311,Bus Stop,1.302312,103.6297465
After Tuas South Avenue 8 (26461),26461,Bus Stop,1.2994257,103.6286361
After Tuas South Avenue 9 (26431),26431,Bus Stop,1.2944113,103.6362422
After Tuas South Boulevard (25059),25059,Bus Stop,1.270007,103.61725
After Tuas South Street 2 (26289),26289,Bus Stop,1.3082379,103.626714
After Tuas South Street 7 (25771),25771,Bus Stop,1.2742423,103.6322637
After Tuas Terminal (25419),25419,Bus Stop,1.3443275,103.6383427
After Tuas View Circuit (26419),26419,Bus Stop,1.288924,103.6328897
After Tuas View Cresent (26399),26399,Bus Stop,1.2895031,103.627543
After Tuas West Avenue (25461),25461,Bus Stop,1.3294201,103.6329285
After Tuas West Avenue (25689),25689,Bus Stop,1.3320459,103.6370375
After Tuas West Road (25249),25249,Bus Stop,1.339842,103.645392
After Tuas West Road Station (25691),25691,Bus Stop,1.3284902,103.6398011
After Tuas West Street (25451),25451,Bus Stop,1.3322614,103.634091
After Tukang Innovation Drive (21471),21471,Bus Stop,1.3269174,103.7154275
After Turnhouse Road (99099),99099,Bus Stop,1.3907199,103.9799317
After Unity Street (13211),13211,Bus Stop,1.2924258,103.841072
After Upper Changi Road (96091),96091,Bus Stop,1.3367401,103.9580967
After Upper Changi Road East (96099),96099,Bus Stop,1.336677,103.9578325
After Upper Changi Road North (97141),97141,Bus Stop,1.3522851,103.9679169
After Upper Paya Lebar Road (62061),62061,Bus Stop,1.3416982,103.8817934
After Upper Serangoon Road (62109),62109,Bus Stop,1.34365,103.8738851
After Upper Serangoon Road (63151),63151,Bus Stop,1.3541464,103.8775819
After Upper Serangoon Shopping Centre (63019),63019,Bus Stop,1.3535338,103.8779898
After Upper Thomson Road (57149),57149,Bus Stop,1.4023521,103.8168936
After VICOM (97149),97149,Bus Stop,1.3517997,103.9679616
After View Road (47039),47039,Bus Stop,1.4515392,103.7890594
After Wallace Way (40251),40251,Bus Stop,1.3404624,103.8222421
After Waterfront Waves (84639),84639,Bus Stop,1.3385795,103.9293945
After Waterloo Street (07569),07569,Bus Stop,1.299508,103.85299
After Wellington Road (58191),58191,Bus Stop,1.4587326,103.828777
After West Camp Road (68129),68129,Bus Stop,1.4055677,103.8609837
After West Coast Highway (17081),17081,Bus Stop,1.2995733,103.7645515
After West Coast Link (17369),17369,Bus Stop,1.2984665,103.7638759
After Westwood Avenue (27449),27449,Bus Stop,1.350573,103.700107
After Whitchurch Road (18199),18199,Bus Stop,1.2943872,103.7959134
After Windsor Park Road (53069),53069,Bus Stop,1.3577131,103.8289878
After Wolskel Road (62121),62121,Bus Stop,1.346675,103.8715147
After Woodlands Centre Road (46019),46019,Bus Stop,1.4386555,103.7740297
After Woodlands Industrial Park D Street 1 (46389),46389,Bus Stop,1.4293119,103.7665984
After Woodlands Industrial Park D Street 2 (46029),46029,Bus Stop,1.4286112,103.7622992
After Woodlands Industrial Park E4 (47051),47051,Bus Stop,1.4545018,103.7955954
After Woodlands Industrial Park E6 (46481),46481,Bus Stop,1.4496758,103.8011361
After Woodlands Industrial Park E7 (46729),46729,Bus Stop,1.451915,103.8023439
After Woodlands Mart (46801),46801,Bus Stop,1.4464718,103.797573
After Woodlands Road (45141),45141,Bus Stop,1.4251508,103.7566874
After Woodlands Road (45221),45221,Bus Stop,1.4118908,103.757811
After Woodlands Waterfront Park (47019),47019,Bus Stop,1.450529,103.7787961
After Woodleigh Park (61021),61021,Bus Stop,1.336299,103.870233
After Yew Tee Flyover (45011),45011,Bus Stop,1.3896645,103.7546317
After Yew Tee Flyover (45019),45019,Bus Stop,1.3882766,103.7555572
After Yio Chu Kang Road (55241),55241,Bus Stop,1.3893124,103.8407019
After Yio Chu Kang Road (56039),56039,Bus Stop,1.3767213,103.8284955
After Yio Chu Kang Road (66149),66149,Bus Stop,1.3628349,103.8724322
After Yio Chu Kang Road (66479),66479,Bus Stop,1.3786171,103.8743168
After Yio Chu Kang Road (67081),67081,Bus Stop,1.3898845,103.8688817
After Yishun Avenue 1 (59029),59029,Bus Stop,1.4087523,103.8291789
After Yishun Avenue 6 (59781),59781,Bus Stop,1.4232531,103.8512273
After Yishun Avenue 8 (68179),68179,Bus Stop,1.4270601,103.8555202
After Yuan Ching Road (21019),21019,Bus Stop,1.325557,103.727141
After Yuan Ching Road (21779),21779,Bus Stop,1.3264098,103.72433
After Zion Full Gospel Church (13141),13141,Bus Stop,1.2975703,103.8299752
Agility (97301),97301,Bus Stop,1.3518365,103.9697862
Ai Tong School (53351),53351,Bus Stop,1.3608068,103.8321753
Air Force Museum (71049),71049,Bus Stop,1.3461081,103.8988955
Air Force School (73049),73049,Bus Stop,1.3507457,103.899197
Airfreight Terminal Building (95039),95039,Bus Stop,1.3721657,103.9946335
Airline House (95061),95061,Bus Stop,1.3781895,103.9969024
Airport Police Station (95151),95151,Bus Stop,1.3420976,103.9817909
Al-Amin Mosque (14271),14271,Bus Stop,1.2756743,103.8191266
Alexandra Central (11019),11019,Bus Stop,1.2866969,103.8057099
Alexandra Hospital (11511),11511,Bus Stop,1.2861479,103.8024816
Alexandra Point (15051),15051,Bus Interchange,1.277014,103.802374
Alexandra Retail Centre (15041),15041,Bus Stop,1.2745936,103.801819
Aljunied Community Club (63289),63289,Bus Stop,1.3539817,103.8896323
Aljunied Park (70039),70039,Bus Stop,1.3292864,103.8796308
Aljunied Station (81089),81089,Bus Stop,1.3162736,103.8819911
Alliance Building (28671),28671,Bus Stop,1.3371501,103.7522807
Amber Gardens (92241),92241,Bus Stop,1.3017069,103.9009591
Amtech Building (53181),53181,Bus Stop,1.356167,103.83787
Anchor Green Primary School (65809),65809,Bus Stop,1.3906945,103.8860409
Anchorpoint (11521),11521,Bus Interchange,1.2885974,103.8054696
Ang Mo Kio Community Hospital (55151),55151,Bus Stop,1.3833611,103.8403407
Ang Mo Kio Interchange (54009),54009,Bus Interchange,1.3697226,103.8484254
Ang Mo Kio Police Division Headquarters (55301),55301,Bus Stop,1.3843232,103.8452471
Ang Mo Kio Primary School (54229),54229,Bus Stop,1.3695806,103.8400739
Anglo-Chinese School (40069),40069,Bus Stop,1.318264,103.8343867
Aperia/Before Kallang Road (07379),07379,Bus Stop,1.3098535,103.8635815
Arc 380 (07351),07351,Bus Stop,1.313537,103.8605097
Aries (16111),16111,Bus Stop,1.2871805,103.7825951
Armenian Church (04142),04142,Bus Stop,1.2931652,103.8497025
Army Logistics Base (30039),30039,Bus Stop,1.3743178,103.7198044
Ascent (15189),15189,Bus Stop,1.2907561,103.7855283
Asia Polyurethane (26039),26039,Bus Stop,1.316062,103.645623
Asia Rattan Trading Co (49039),49039,Bus Stop,1.4167326,103.7513554
Asia Steel Welded Mesh (25339),25339,Bus Stop,1.3201597,103.653999
Asia-Pacific Brewery (25239),25239,Bus Stop,1.3373553,103.647974
Asiatic Agricultural Industrial (24249),24249,Bus Stop,1.3199616,103.672263
Asiatic Engineering (25191),25191,Bus Stop,1.3213241,103.6597144
Asiawide Industrial Building (70291),70291,Bus Stop,1.3375554,103.8871312
Assumption Pathway School (43099),43099,Bus Stop,1.3687647,103.7650335
Assyakirin Mosque (21279),21279,Bus Stop,1.3349128,103.71953
Auto World Care (23101),23101,Bus Stop,1.324527,103.69097
Autobacs (43209),43209,Bus Stop,1.3469587,103.763856
Autobay @ Kaki Bukit (72151),72151,Bus Stop,1.3408358,103.9130835
Automobile Megamart (71131),71131,Bus Stop,1.3305273,103.9004015
Automotive Technology (21549),21549,Bus Stop,1.3308818,103.7190035
Avenue Villa (42139),42139,Bus Stop,1.3287323,103.7945036
Avila Gardens (98301),98301,Bus Stop,1.3600712,103.9648818
Ayer Rajah Community Club (20181),20181,Bus Stop,1.3204847,103.7475454
Ayer Rajah Industrial Estate (18129),18129,Bus Stop,1.2977843,103.7857073
Ayer Rajah Telecoms (19061),19061,Bus Stop,1.3075475,103.777799
Aztech Building (71169),71169,Bus Stop,1.3269988,103.8921154
B S Development (26061),26061,Bus Stop,1.3182075,103.6394228
B03 Lim Chu Kang Road (34041),34041,Bus Stop,1.439779,103.7078896
B19 Lim Chu Kang Road (33011),33011,Bus Stop,1.4195362,103.702176
B20 Lim Chu Kang Road (33019),33019,Bus Stop,1.4191681,103.702177
B25 Old Choa Chu Kang Road (31199),31199,Bus Stop,1.3708749,103.7093559
B26 Lim Chu Kang Road (32069),32069,Bus Stop,1.4112899,103.7003091
B26 Lim Chu Kang Road (32149),32149,Bus Stop,1.3950135,103.6921209
B26 Old Choa Chu Kang Road (31191),31191,Bus Stop,1.3716109,103.7099069
B27 Lim Chu Kang Road (32141),32141,Bus Stop,1.3951636,103.6918448
